# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	2370209	2370955	-	HFCAGB_02412	yegW	Uncharacterized HTH-type transcriptional regulator YegW	COG:COG2188, COG:K, GO:0003677, GO:0003700, GO:0045892, RefSeq:WP_000434062.1, SO:0001217, UniParc:UPI0000059C00, UniRef:UniRef100_Q7CQ95, UniRef:UniRef50_P0ACM5, UniRef:UniRef90_P0ACM5
contig_1	cds	2370991	2371791	-	HFCAGB_02413	thiD	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase	BlastRules:WP_001188957, EC:2.7.1.49, EC:2.7.4.7, GO:0005524, GO:0005829, GO:0008902, GO:0008972, GO:0009228, GO:0009229, RefSeq:WP_001188955.1, SO:0001217, UniParc:UPI0000059BFF, UniRef:UniRef100_A0A1U7FMT2, UniRef:UniRef50_P76422, UniRef:UniRef90_P55882
contig_1	cds	2371778	2372575	-	HFCAGB_02414	thiM	hydroxyethylthiazole kinase	EC:2.7.1.50, GO:0000287, GO:0004417, GO:0005524, GO:0009228, GO:0009229, KEGG:K00878, RefSeq:WP_001182156.1, SO:0001217, UniParc:UPI0000136E66, UniRef:UniRef100_P55883, UniRef:UniRef50_P76423, UniRef:UniRef90_P55883
contig_1	ncRNA-region	2372607	2372703	-			TPP riboswitch aptamer (THI element)	RFAM:RF00059, SO:0000035
contig_1	cds	2372985	2373299	+	HFCAGB_02415	rcnB	Ni(II)/Co(II) efflux transporter accessory subunit RcnB	BlastRules:WP_000153067, RefSeq:WP_000837534.1, SO:0001217, UniParc:UPI0000059BFD, UniRef:UniRef100_Q7CQ94, UniRef:UniRef50_I6CPJ3, UniRef:UniRef90_A0A8X6K0D0
contig_1	cds	2373343	2374365	-	HFCAGB_02416		Fimbrial-type adhesion domain-containing protein	RefSeq:WP_000825916.1, SO:0001217, UniParc:UPI00016A0C0C, UniRef:UniRef100_A0A718T6N6, UniRef:UniRef50_A9MKV6, UniRef:UniRef90_A9MKV6
contig_1	cds	2374381	2376867	-	HFCAGB_02417		PapC-like C-terminal domain-containing protein	KEGG:K07347, RefSeq:WP_000413359.1, SO:0001217, UniParc:UPI00016A0C0D, UniRef:UniRef100_A0A3Z0XRI2, UniRef:UniRef50_P33341, UniRef:UniRef90_A9MKV5
contig_1	cds	2376896	2377576	-	HFCAGB_02418		fimbrial assembly chaperone	RefSeq:WP_000871808.1, SO:0001217, UniParc:UPI00016A0C0E, UniRef:UniRef100_A0A6C7HU31, UniRef:UniRef50_P33342, UniRef:UniRef90_A9MKV4
contig_1	cds	2377638	2378171	-	HFCAGB_02419	yehD	fimbrial protein YehD	RefSeq:WP_000830690.1, SO:0001217, UniParc:UPI00016A0C0F, UniRef:UniRef100_A0A3V9FKG4, UniRef:UniRef50_A9MKV3, UniRef:UniRef90_A9MKV3
contig_1	cds	2378450	2378731	-	HFCAGB_02420		Outer membrane protein	RefSeq:WP_000760404.1, SO:0001217, UniParc:UPI0000059BF9, UniRef:UniRef100_Q7CQ92, UniRef:UniRef50_Q7CQ92, UniRef:UniRef90_Q7CQ92
contig_1	cds	2379009	2380118	-	HFCAGB_02421	apbC	iron-sulfur cluster carrier protein ApbC	COG:COG0489, COG:D, GO:0005524, GO:0005829, GO:0016226, GO:0016887, GO:0046872, GO:0051536, GO:0051539, GO:0140663, RefSeq:WP_001005424.1, SO:0001217, UniParc:UPI00000CD1B7, UniRef:UniRef100_Q8ZNN5, UniRef:UniRef50_Q8ZNN5, UniRef:UniRef90_Q8ZNN5
contig_1	cds	2380283	2382316	+	HFCAGB_02422	metG	methionine--tRNA ligase	COG:COG0143, COG:J, EC:6.1.1.10, GO:0000049, GO:0000166, GO:0004825, GO:0005524, GO:0005829, GO:0006431, GO:0046872, RefSeq:WP_000195332.1, SO:0001217, UniParc:UPI000016227D, UniRef:UniRef100_Q8ZNN4, UniRef:UniRef50_P00959, UniRef:UniRef90_P00959
contig_1	cds	2382557	2383015	+	HFCAGB_02423		Lipoprotein	RefSeq:WP_000703135.1, SO:0001217, UniParc:UPI00016A0C10, UniRef:UniRef100_A0A3Z0XQG4, UniRef:UniRef50_P33354, UniRef:UniRef90_A0A4Z0K3G8
contig_1	cds	2383187	2383717	+	HFCAGB_02424		DUF1307 domain-containing protein	RefSeq:WP_001197951.1, SO:0001217, UniParc:UPI0000059BF5, UniRef:UniRef100_A0A5U9I685, UniRef:UniRef50_A0A636VRM7, UniRef:UniRef90_A0A636VRM7
contig_1	cds	2383774	2384241	-	HFCAGB_02425		DUF1456 domain-containing protein	RefSeq:WP_000950411.1, SO:0001217, UniParc:UPI00017F7835, UniRef:UniRef100_A0A3Y2QGN5, UniRef:UniRef50_P33355, UniRef:UniRef90_A9MKU8
contig_1	cds	2384288	2385007	-	HFCAGB_02426	btsR	two-component system response regulator BtsR	COG:COG3279, COG:KT, GO:0000156, GO:0003677, KEGG:K27883, RefSeq:WP_000598637.1, SO:0001217, UniParc:UPI000003FDF2, UniRef:UniRef100_Q8ZNN2, UniRef:UniRef50_P0AFT5, UniRef:UniRef90_P0AFT5
contig_1	cds	2385004	2386689	-	HFCAGB_02427		histidine kinase	EC:2.7.13.3, KEGG:K27882, RefSeq:WP_000272846.1, SO:0001217, UniParc:UPI00016A0C12, UniRef:UniRef100_A0A711E906, UniRef:UniRef50_A0A379TBU5, UniRef:UniRef90_Q8Z5C0
contig_1	cds	2386912	2387643	+	HFCAGB_02428	mlrA	HTH-type transcriptional regulator MlrA	GO:0003677, GO:0003700, KEGG:K21089, RefSeq:WP_001240419.1, SO:0001217, UniParc:UPI00016A0E13, UniRef:UniRef100_A0A3Z0XSA9, UniRef:UniRef50_P33358, UniRef:UniRef90_P0CL12
contig_1	cds	2387703	2387810	+	HFCAGB_02429	yohO	protein YohO	GO:0005886, RefSeq:WP_001261696.1, SO:0001217, UniParc:UPI0000059BF0, UniRef:UniRef100_Q7CQ90, UniRef:UniRef50_Q2EES6, UniRef:UniRef90_Q7CQ90
contig_1	cds	2387791	2388522	-	HFCAGB_02430		ABC transmembrane type-1 domain-containing protein	RefSeq:WP_000824854.1, SO:0001217, UniParc:UPI0000059BEF, UniRef:UniRef100_A0A607GGM9, UniRef:UniRef50_P33359, UniRef:UniRef90_A9MKU4
contig_1	cds	2388506	2389453	-	HFCAGB_02431		ABC transporter domain-containing protein	RefSeq:WP_000569166.1, SO:0001217, UniParc:UPI0000059BEE, UniRef:UniRef100_Q7CQ89, UniRef:UniRef50_A0A1I7JSW8, UniRef:UniRef90_A9MKU3
contig_1	cds	2389446	2390615	-	HFCAGB_02432		ABC transmembrane type-1 domain-containing protein	RefSeq:WP_001278100.1, SO:0001217, UniParc:UPI00016A0E14, UniRef:UniRef100_A0A3Y2QGK1, UniRef:UniRef50_P33361, UniRef:UniRef90_A9MKU2
contig_1	cds	2390619	2391536	-	HFCAGB_02433		ABC-type glycine betaine transport system substrate-binding domain-containing protein	RefSeq:WP_000155869.1, SO:0001217, UniParc:UPI00000CD1BC, UniRef:UniRef100_Q8ZNM8, UniRef:UniRef50_A0A083ZTU6, UniRef:UniRef90_A9MKU1
contig_1	cds	2391717	2394014	-	HFCAGB_02434	bglX	beta-glucosidase BglX	COG:COG1472, COG:G, EC:3.2.1.21, GO:0004553, GO:0005975, GO:0008422, GO:0009251, GO:0042597, KEGG:K05349, RefSeq:WP_000871552.1, SO:0001217, UniParc:UPI00016A0E15, UniRef:UniRef100_A0A3Y2QGI3, UniRef:UniRef50_P33363, UniRef:UniRef90_P33363
contig_1	cds	2394281	2396011	+	HFCAGB_02435	dld	D-lactate dehydrogenase	EC:1.1.1.28, EC:1.1.5.12, GO:0006089, GO:0016901, KEGG:K03777, RefSeq:WP_000095234.1, SO:0001217, UniParc:UPI0000059BEA, UniRef:UniRef100_M7RLU6, UniRef:UniRef50_A0A8G2E9R2, UniRef:UniRef90_A0A2S4S2Z5
contig_1	cds	2396070	2396978	-	HFCAGB_02436	pbpG	D-alanyl-D-alanine endopeptidase	COG:COG1686, COG:M, EC:3.4.21.-, GO:0006508, GO:0008360, GO:0009002, GO:0009252, GO:0042597, GO:0071555, KEGG:K07262, RefSeq:WP_000881729.1, SO:0001217, UniParc:UPI00017A8C10, UniRef:UniRef100_A0A379STR9, UniRef:UniRef50_P0AFI5, UniRef:UniRef90_P0AFI5
contig_1	ncRNA-region	2397022	2397104	-			Peptidase-S11 RNA	RFAM:RF03039, SO:0005836
contig_1	cds	2397183	2397770	-	HFCAGB_02437		Yip1 domain-containing protein	RefSeq:WP_001017055.1, SO:0001217, UniParc:UPI00016A0E17, UniRef:UniRef100_A0A3Y2QGJ9, UniRef:UniRef50_P0AD17, UniRef:UniRef90_A9MKT6
contig_1	cds	2397929	2398498	+	HFCAGB_02438		VTT domain-containing protein	KEGG:K03975, RefSeq:WP_001523476.1, SO:0001217, UniParc:UPI00016A0278, UniRef:UniRef100_A0A749ZAD3, UniRef:UniRef50_P33366, UniRef:UniRef90_A9MKT5
contig_1	cds	2398547	2399308	-	HFCAGB_02439		Oxidoreductase, short chain dehydrogenase/reductase family protein	RefSeq:WP_000169606.1, SO:0001217, UniParc:UPI00016A0E19, UniRef:UniRef100_M7S3D8, UniRef:UniRef90_Q8ZNM5
contig_1	cds	2399374	2400810	-	HFCAGB_02440	mdtQ	multidrug resistance outer membrane protein MdtQ	GO:0015562, GO:0016020, GO:0055085, RefSeq:WP_001081453.1, SO:0001217, UniParc:UPI0000059BE6, UniRef:UniRef100_Q7CQ86, UniRef:UniRef50_P33369, UniRef:UniRef90_Q7CQ86
contig_1	sorf	2401128	2401211	+	HFCAGB_02441	yohP	small membrane protein YohP	RefSeq:WP_000698460.1, SO:0001217, UniParc:UPI00016040D3, UniRef:UniRef100_A0A3U7IQQ2, UniRef:UniRef50_A0A3U7IQQ2, UniRef:UniRef90_A0A3U7IQQ2
contig_1	cds	2401269	2402207	-	HFCAGB_02442	dusC	tRNA dihydrouridine(16) synthase DusC	EC:1.3.1.-, GO:0000049, GO:0002943, GO:0010181, GO:0017150, GO:0050660, GO:0102262, RefSeq:WP_001264844.1, SO:0001217, UniParc:UPI00016A0E1B, UniRef:UniRef100_A0A6C6YZ91, UniRef:UniRef50_P33371, UniRef:UniRef90_Q8ZNM4
contig_1	cds	2402316	2403509	-	HFCAGB_02443		3-hydroxybenzoate 6-monooxygenase	EC:1.14.13.24, GO:0071949, KEGG:K22270, RefSeq:WP_000150106.1, SO:0001217, UniParc:UPI00016040D1, UniRef:UniRef100_M7S3E1, UniRef:UniRef50_Q5EXK1, UniRef:UniRef90_A0A3E1XG05
contig_1	cds	2403524	2404168	-	HFCAGB_02444	maiA	maleylacetoacetate isomerase	EC:5.2.1.2, GO:0005737, GO:0006559, GO:0006572, GO:0016034, RefSeq:WP_000781183.1, SO:0001217, UniParc:UPI0000059BE2, UniRef:UniRef100_Q8ZNM2, UniRef:UniRef50_A0A2N7WIT2, UniRef:UniRef90_A0A2I5HEP3
contig_1	cds	2404177	2404878	-	HFCAGB_02445	ycgM	Fumarylacetoacetate hydrolase	COG:COG0179, COG:Q, RefSeq:WP_000170621.1, SO:0001217, UniParc:UPI0000059BE1, UniRef:UniRef100_Q7CQ84, UniRef:UniRef50_Q5K5T7, UniRef:UniRef90_Q5K5T7
contig_1	cds	2404894	2405931	-	HFCAGB_02446	gtdA	gentisate 1,2-dioxygenase	EC:1.13.11.4, GO:0047922, KEGG:K00450, RefSeq:WP_001289853.1, SO:0001217, UniParc:UPI00016A04B7, UniRef:UniRef100_A0A603BQS7, UniRef:UniRef50_Q1IAC8, UniRef:UniRef90_A0A5K1V9K7
contig_1	cds	2405943	2407301	-	HFCAGB_02447	uhpC	Aromatic acid/H+ symport family MFS transporter	COG:COG2271, COG:G, KEGG:K08195, RefSeq:WP_000194215.1, SO:0001217, UniParc:UPI00016A105A, UniRef:UniRef100_A0A718YHQ9, UniRef:UniRef50_Q5EXK5, UniRef:UniRef90_Q5K5T9
contig_1	cds	2407427	2408335	+	HFCAGB_02448	lysR	HTH lysR-type domain-containing protein	COG:COG0583, COG:K, RefSeq:WP_000024658.1, SO:0001217, UniParc:UPI0000059BDE, UniRef:UniRef100_Q7CQ82, UniRef:UniRef50_Q5K5U0, UniRef:UniRef90_A9MKS8
contig_1	cds	2408467	2408865	+	HFCAGB_02449	yohJ	UPF0299 membrane protein YohJ	COG:COG1380, COG:R, GO:0005886, RefSeq:WP_000045719.1, SO:0001217, UniParc:UPI0000059BDD, UniRef:UniRef100_P60636, UniRef:UniRef50_P60632, UniRef:UniRef90_P60632
contig_1	cds	2408862	2409557	+	HFCAGB_02450		CidB/LrgB family autolysis modulator	RefSeq:WP_000989298.1, SO:0001217, UniParc:UPI00016A105B, UniRef:UniRef100_A0A3Z2MS60, UniRef:UniRef50_P0AD19, UniRef:UniRef90_A0A3Z2MS60
contig_1	cds	2409711	2410595	+	HFCAGB_02451	cdd	cytidine deaminase	EC:3.5.4.5, GO:0004126, GO:0005829, GO:0008270, GO:0009972, GO:0042802, KEGG:K01489, RefSeq:WP_000553532.1, SO:0001217, UniParc:UPI00016A105C, UniRef:UniRef100_B5FMZ9, UniRef:UniRef50_P0ABF6, UniRef:UniRef90_Q8ZNM0
contig_1	cds	2410772	2411491	+	HFCAGB_02452	sanA	outer membrane permeability protein SanA	COG:COG2949, COG:M, KEGG:K03748, RefSeq:WP_000920081.1, SO:0001217, UniParc:UPI00000CD1C3, UniRef:UniRef100_Q8ZNL9, UniRef:UniRef50_A0A0H3F807, UniRef:UniRef90_A9MKS1
contig_1	cds	2411494	2411733	+	HFCAGB_02453		Inner membrane protein	SO:0001217, UniParc:UPI00004F7DDF, UniRef:UniRef100_Q7CQ79, UniRef:UniRef50_P64536, UniRef:UniRef90_Q7CQ79
contig_1	cds	2411938	2413179	+	HFCAGB_02454	preT	NAD-dependent dihydropyrimidine dehydrogenase subunit PreT	EC:1.3.1.1, GO:0003954, GO:0004159, GO:0006208, GO:0051536, RefSeq:WP_001136406.1, SO:0001217, UniParc:UPI00016A105D, UniRef:UniRef100_A0A3Z3G6M4, UniRef:UniRef50_P76440, UniRef:UniRef90_Q8Z5A6
contig_1	cds	2413173	2414408	+	HFCAGB_02455	preA	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA	COG:C, COG:COG1144, EC:1.3.1.1, GO:0003954, GO:0004159, GO:0005737, GO:0006208, GO:0006210, GO:0006212, GO:0017113, GO:0046872, GO:0051539, RefSeq:WP_000956095.1, SO:0001217, UniParc:UPI00000CD1C4, UniRef:UniRef100_Q8ZNL7, UniRef:UniRef50_Q8ZNL7, UniRef:UniRef90_Q8ZNL7
contig_1	cds	2414483	2415493	-	HFCAGB_02456	mglC	galactose/methyl galactoside ABC transporter permease MglC	COG:COG4211, COG:G, GO:0005886, GO:0008643, GO:0016020, GO:0022857, GO:0055085, KEGG:K10541, RefSeq:WP_001275101.1, SO:0001217, UniParc:UPI000012F065, UniRef:UniRef100_Q56036, UniRef:UniRef50_P23200, UniRef:UniRef90_P23200
contig_1	cds	2415509	2416567	-	HFCAGB_02457	mglA	galactose/methyl galactoside ABC transporter ATP-binding protein MglA	GO:0005524, GO:0008643, GO:0016020, GO:0043211, SO:0001217, UniParc:UPI0002AEBA5A, UniRef:UniRef100_M7SCQ1, UniRef:UniRef50_A0A7X6Q8S6, UniRef:UniRef90_M7SCQ1
contig_1	cds	2416646	2417029	-	HFCAGB_02458	mglA	galactose/methyl galactoside ABC transporter ATP-binding protein MglA	EC:7.5.2.11, GO:0005524, GO:0008643, GO:0016020, GO:0043211, KEGG:K10542, SO:0001217, UniParc:UPI0002AECD29, UniRef:UniRef100_M7S3F3, UniRef:UniRef50_Q896Y2, UniRef:UniRef90_A0A6L6ISE9
contig_1	cds	2417163	2417360	-	HFCAGB_02459		Galactose/methyl galactoside ABC transport	SO:0001217, UniParc:UPI0002AEDD93, UniRef:UniRef100_M7RLW6, UniRef:UniRef50_A0A3S4JDB2, UniRef:UniRef90_M7RLW6
contig_1	cds	2417357	2418139	-	HFCAGB_02460	mglB	galactose/glucose ABC transporter substrate-binding protein MglB	GO:0030246, SO:0001217, UniParc:UPI0002AE92B2, UniRef:UniRef100_M7RLU9, UniRef:UniRef50_A0A377XNK3, UniRef:UniRef90_M7RLU9
contig_1	cds	2418638	2419660	-	HFCAGB_02461	galS	HTH-type transcriptional regulator GalS	GO:0000976, GO:0003677, GO:0003700, GO:0006355, RefSeq:WP_000628631.1, SO:0001217, UniParc:UPI000012B0B1, UniRef:UniRef100_P41030, UniRef:UniRef50_P25748, UniRef:UniRef90_P41030
contig_1	cds	2419810	2420970	-	HFCAGB_02462	yeiB	DUF418 domain-containing protein	KEGG:K07148, SO:0001217, UniParc:UPI00020B9C23, UniRef:UniRef100_M7S119, UniRef:UniRef50_P25747, UniRef:UniRef90_A9MK64
contig_1	cds	2420967	2421635	-	HFCAGB_02463	folE	GTP cyclohydrolase I FolE	COG:COG0302, COG:H, EC:3.5.4.16, GO:0003934, GO:0005525, GO:0005737, GO:0006729, GO:0006730, GO:0008270, GO:0046654, RefSeq:WP_001139611.1, SO:0001217, UniParc:UPI0000059BD3, UniRef:UniRef100_P64209, UniRef:UniRef50_P0A6T5, UniRef:UniRef90_P0A6T5
contig_1	cds	2421965	2422822	+	HFCAGB_02464	fghA	S-formylglutathione hydrolase	EC:3.1.2.12, GO:0018738, GO:0046294, KEGG:K01070, RefSeq:WP_000425491.1, SO:0001217, UniParc:UPI00016A1060, UniRef:UniRef100_A0A708A3E9, UniRef:UniRef50_P33018, UniRef:UniRef90_Q8ZNL5
contig_1	cds	2422811	2423200	-	HFCAGB_02465		Putative DNA-binding protein	RefSeq:WP_000876817.1, SO:0001217, UniParc:UPI00000CD1C7, UniRef:UniRef100_Q8ZNL4, UniRef:UniRef50_A8AE76, UniRef:UniRef90_G5RXR0
contig_1	cds	2423205	2424572	-	HFCAGB_02466		L-serine ammonia-lyase	EC:4.3.1.17, GO:0003941, GO:0006094, KEGG:K01752, RefSeq:WP_001675764.1, SO:0001217, UniParc:UPI00016A1061, UniRef:UniRef100_A0A6C6ZYJ9, UniRef:UniRef50_A0A0K0HCE7, UniRef:UniRef90_A0A0K0HCE7
contig_1	cds	2424789	2425676	+	HFCAGB_02467	serB	phosphoserine phosphatase SerB	EC:3.1.3.3, GO:0006564, GO:0036424, KEGG:K01079, RefSeq:WP_000022921.1, SO:0001217, UniParc:UPI00016A1062, UniRef:UniRef100_A0A3U4IFV1, UniRef:UniRef50_A0A0T9XPZ6, UniRef:UniRef90_A0A0T9XPZ6
contig_1	cds	2425709	2427031	+	HFCAGB_02468		Major facilitator superfamily (MFS) profile domain-containing protein	RefSeq:WP_000023807.1, SO:0001217, UniParc:UPI00000CD1CA, UniRef:UniRef100_Q8ZNL1, UniRef:UniRef50_A8AE72, UniRef:UniRef90_A8AE72
contig_1	cds	2427075	2429066	-	HFCAGB_02469	cirA	catecholate siderophore receptor CirA	RefSeq:WP_000488250.1, SO:0001217, UniParc:UPI00016A12B1, UniRef:UniRef100_A0A3Y2QGH2, UniRef:UniRef50_P17315, UniRef:UniRef90_Q8ZNL0
contig_1	cds	2429414	2430883	-	HFCAGB_02470	lysP	lysine-specific permease	BlastRules:WP_000253273, COG:COG0833, COG:E, GO:0003333, GO:0005886, GO:0015171, GO:0015189, GO:0016020, GO:0042802, GO:0043200, GO:0097639, KEGG:K11733, RefSeq:WP_000535000.1, SO:0001217, UniParc:UPI00000CD1CC, UniRef:UniRef100_Q8ZNK9, UniRef:UniRef50_P25737, UniRef:UniRef90_P25737
contig_1	cds	2431073	2431936	-	HFCAGB_02471	yeiE	DNA-binding transcriptional regulator YeiE	GO:0003700, GO:0006355, RefSeq:WP_000548316.1, SO:0001217, UniParc:UPI0000059BCC, UniRef:UniRef100_A0A5V7M5D0, UniRef:UniRef50_A8AE68, UniRef:UniRef90_A8AE68
contig_1	cds	2432057	2433106	+	HFCAGB_02472	yeiH	UPF0324 inner membrane protein YeiH	GO:0005886, RefSeq:WP_000137966.1, SO:0001217, UniParc:UPI0000059BCB, UniRef:UniRef100_Q7CB38, UniRef:UniRef50_P62723, UniRef:UniRef90_Q7CB38
contig_1	cds	2433185	2434042	+	HFCAGB_02473	nfo	deoxyribonuclease IV	EC:3.1.21.2, GO:0003677, GO:0003906, GO:0006281, GO:0006284, GO:0008081, GO:0008270, GO:0008833, RefSeq:WP_000873915.1, SO:0001217, UniParc:UPI00016A12B2, UniRef:UniRef100_B5FNK8, UniRef:UniRef50_Q8ZNK6, UniRef:UniRef90_Q8ZNK6
contig_1	cds	2434107	2435795	-	HFCAGB_02474	fruA	PTS fructose transporter subunit IIBC	COG:COG3925, COG:GT, EC:2.7.1.-, GO:0008982, GO:0009401, GO:0022877, RefSeq:WP_000854395.1, SO:0001217, UniParc:UPI00016A12B4, UniRef:UniRef100_A0A8E9X887, UniRef:UniRef50_P20966, UniRef:UniRef90_A0AAP5PEZ5
contig_1	cds	2435812	2436750	-	HFCAGB_02475	fruK	1-phosphofructokinase	COG:COG1105, COG:G, EC:2.7.1.56, GO:0008662, GO:0016773, KEGG:K00882, RefSeq:WP_000091249.1, SO:0001217, UniParc:UPI0000059BC8, UniRef:UniRef100_Q7CQ78, UniRef:UniRef50_A0A077NC40, UniRef:UniRef90_Q7CQ78
contig_1	cds	2436750	2437880	-	HFCAGB_02476	fruB	fused PTS fructose transporter subunit IIA/HPr protein	COG:COG4668, COG:G, GO:0005737, GO:0005886, GO:0009401, GO:0016301, GO:0090563, RefSeq:WP_000487293.1, SO:0001217, UniParc:UPI00017F7817, UniRef:UniRef100_A0A711HTX1, UniRef:UniRef50_P69811, UniRef:UniRef90_P69811
contig_1	cds	2438249	2439430	+	HFCAGB_02477	setB	sugar efflux transporter SetB	GO:0005351, GO:0005886, GO:0008643, GO:0015767, GO:0016020, GO:0022857, GO:0036448, GO:0055085, GO:1904659, KEGG:K03291, RefSeq:WP_000551934.1, SO:0001217, UniParc:UPI0000059BC6, UniRef:UniRef100_A0A626B3Y4, UniRef:UniRef50_P33027, UniRef:UniRef90_P33027
contig_1	cds	2439494	2440159	-	HFCAGB_02478		Tyrosine kinase G-rich domain-containing protein	RefSeq:WP_001213897.1, SO:0001217, UniParc:UPI00016A06FF, UniRef:UniRef100_A0A3U7XM25, UniRef:UniRef50_A9MK41, UniRef:UniRef90_A0A622LDT0
contig_1	cds	2440671	2440925	-	HFCAGB_02479	ykgJ	YkgJ family cysteine cluster protein	RefSeq:WP_001675765.1, SO:0001217, UniParc:UPI0002AEC1D9, UniRef:UniRef100_A0A3Z2MSP6, UniRef:UniRef50_A0A1I7IB21, UniRef:UniRef90_A0A4Z0KZX4
contig_1	cds	2441250	2441822	+	HFCAGB_02480	yeiP	elongation factor P-like protein YeiP	GO:0003746, GO:0005737, GO:0006414, GO:0043043, KEGG:K02356, RefSeq:WP_001136822.1, SO:0001217, UniParc:UPI0000059BC2, UniRef:UniRef100_P64046, UniRef:UniRef50_P0A6N8, UniRef:UniRef90_P64046
contig_1	cds	2442035	2443021	+	HFCAGB_02481		GTP-binding protein	RefSeq:WP_000169349.1, SO:0001217, UniParc:UPI00016A05B9, UniRef:UniRef100_A0A3Z2MSD5, UniRef:UniRef90_A0A0K0HC51
contig_1	cds	2443051	2443770	+	HFCAGB_02482		Lipid A 1-diphosphate synthase	EC:2.7.4.29, KEGG:K19803, RefSeq:WP_000178093.1, SO:0001217, UniParc:UPI00016A05BA, UniRef:UniRef100_A0A8X6EU73, UniRef:UniRef50_Q57MC6, UniRef:UniRef90_Q57MC6
contig_1	cds	2444184	2444756	+	HFCAGB_02483	mepS	bifunctional murein DD-endopeptidase/murein LD-carboxypeptidase	COG:COG0791, COG:M, EC:3.4.-.-, EC:3.4.17.13, GO:0006508, GO:0008234, GO:0009279, GO:0045227, GO:0106415, RefSeq:WP_000241015.1, SO:0001217, UniParc:UPI0000059BBF, UniRef:UniRef100_Q7CQ75, UniRef:UniRef50_P0AFV4, UniRef:UniRef90_P0AFV4
contig_1	cds	2445130	2446686	+	HFCAGB_02484		cyclic di-GMP phosphodiesterase	EC:3.1.4.52, KEGG:K26148, RefSeq:WP_000957751.1, SO:0001217, UniParc:UPI00016A05BC, UniRef:UniRef100_A0A5Y3K150, UniRef:UniRef50_P76446, UniRef:UniRef90_Q8ZNK1
contig_1	cds	2446793	2448598	+	HFCAGB_02485		Solute-binding protein family 5 domain-containing protein	RefSeq:WP_000561749.1, SO:0001217, UniParc:UPI00016A07F8, UniRef:UniRef100_A0A3Y2QGD8, UniRef:UniRef50_P33913, UniRef:UniRef90_A8AE42
contig_1	cds	2448608	2449702	+	HFCAGB_02486	yejB	Inner membrane ABC transporter permease protein YejB	COG:COG4174, COG:Q, GO:0005886, GO:0015833, GO:0016020, GO:0035672, GO:0042884, GO:0055052, KEGG:K13894, RefSeq:WP_000501619.1, SO:0001217, UniParc:UPI00016A07F9, UniRef:UniRef100_A0A3Z0XRA6, UniRef:UniRef50_P0AFU0, UniRef:UniRef90_P0AFU0
contig_1	cds	2449702	2450727	+	HFCAGB_02487	yejE	ABC transmembrane type-1 domain-containing protein	COG:COG4239, COG:Q, KEGG:K13895, RefSeq:WP_001137747.1, SO:0001217, UniParc:UPI0001603F82, UniRef:UniRef100_A0A3V1UA76, UniRef:UniRef50_P33915, UniRef:UniRef90_A9MK33
contig_1	cds	2450729	2452318	+	HFCAGB_02488	yejF	microcin C ABC transporter ATP-binding protein YejF	GO:0000166, GO:0005524, GO:0006810, RefSeq:WP_000203618.1, SO:0001217, UniParc:UPI00016A07FA, UniRef:UniRef100_A0A711HUN0, UniRef:UniRef50_A0AA42C4G1, UniRef:UniRef90_A0A379UTC1
contig_1	cds	2452322	2452666	-	HFCAGB_02489		Cytoplasmic protein	RefSeq:WP_001094639.1, SO:0001217, UniParc:UPI0000059BB9, UniRef:UniRef100_Q7CQ73, UniRef:UniRef50_P0AD21, UniRef:UniRef90_A0A3S4GK63
contig_1	cds	2453057	2454247	-	HFCAGB_02490	bcr	Bcr/CflA family multidrug efflux MFS transporter	COG:COG2814, COG:G, GO:0005886, GO:0015031, GO:0015385, GO:0016020, GO:0033228, GO:0033229, GO:0035442, GO:0042908, GO:0042910, GO:0046677, GO:0071916, GO:1990961, KEGG:K07552, RefSeq:WP_000213347.1, SO:0001217, UniParc:UPI00000CD1D6, UniRef:UniRef100_Q8ZNJ7, UniRef:UniRef50_P28246, UniRef:UniRef90_P28246
contig_1	cds	2454275	2454970	-	HFCAGB_02491	rsuA	16S rRNA pseudouridine(516) synthase RsuA	COG:COG1187, COG:J, EC:5.4.99.19, GO:0000455, GO:0003723, GO:0160136, RefSeq:WP_001234836.1, SO:0001217, UniParc:UPI0000059BB6, UniRef:UniRef100_P65840, UniRef:UniRef50_P0AA43, UniRef:UniRef90_P0AA43
contig_1	cds	2455122	2456882	+	HFCAGB_02492	radD	Putative DNA repair helicase RadD	COG:COG1061, COG:KL, EC:3.6.4.12, GO:0003677, GO:0003689, GO:0003697, GO:0005524, GO:0006301, GO:0006302, GO:0006412, GO:0008270, GO:0009378, GO:0009410, GO:0010212, GO:0016887, GO:0036121, GO:0051301, GO:0061749, GO:0061775, GO:0140584, GO:0140665, GO:0140849, GO:1990518, RefSeq:WP_000578121.1, SO:0001217, UniParc:UPI0000059BB5, UniRef:UniRef100_Q7CQ72, UniRef:UniRef50_P33919, UniRef:UniRef90_P33919
contig_1	ncRNA-region	2456960	2456985	+			L25-Gammaproteobacteria ribosomal protein leader	RFAM:RF03131, SO:0000140
