Gene,Non-unique Gene name,Annotation,GCF_000007545.1_ASM754v1_genomic,GCF_000020745.1_ASM2074v1_genomic,GCF_000020885.1_ASM2088v1_genomic,GCF_000020925.1_ASM2092v1_genomic,GCF_000022165.1_ASM2216v1_genomic,GCF_000170215.1_ASM17021v1_genomic,GCF_000170255.1_ASM17025v1_genomic,GCF_000171255.1_ASM17125v1_genomic,GCF_000171275.1_ASM17127v1_genomic,GCF_000171315.1_ASM17131v1_genomic,GCF_000171415.1_ASM17141v1_genomic,GCF_000171515.1_ASM17151v1_genomic,GCF_000171535.2_ASM17153v2_genomic
eutT,eutT,ethanolamine utilization cob(I)yrinic acid ac-diamide adenosyltransferase EutT,GEGEGB_00429,LNHIMF_02604,BEJGEH_02495,HFCAGB_02741,AJBGEP_02642,ODDLKH_02977,OEKLIE_03110,ALJMDI_01693,PAPNPA_02064,BENMGJ_01715,IKCLMC_01314,PKJKAM_02800,ONMMKP_04375
group_812,,HTH deoR-type domain-containing protein,GEGEGB_03792,LNHIMF_04077,BEJGEH_04084,HFCAGB_04276,AJBGEP_04235,ODDLKH_04483,OEKLIE_03189,ALJMDI_00936,PAPNPA_01273,BENMGJ_01023,IKCLMC_00669,PKJKAM_01460,ONMMKP_02762
cmoM,cmoM,tRNA uridine 5-oxyacetic acid(34) methyltransferase CmoM,GEGEGB_02052,LNHIMF_01080,BEJGEH_00948,HFCAGB_01036,AJBGEP_00983,ODDLKH_01448,OEKLIE_00401,ALJMDI_01291,PAPNPA_00886,BENMGJ_01207,IKCLMC_01556,PKJKAM_00940,ONMMKP_01156
hpaH,hpaH,2-oxo-hept-4-ene-17-dioate hydratase,GEGEGB_01920,LNHIMF_01137,BEJGEH_01008,HFCAGB_01152,AJBGEP_01102,ODDLKH_01508,OEKLIE_01544,ALJMDI_00379,PAPNPA_00946,BENMGJ_01327,IKCLMC_00600,PKJKAM_00644,ONMMKP_01036
suhB,suhB,inositol-1-monophosphatase,GEGEGB_00336,LNHIMF_02686,BEJGEH_02581,HFCAGB_02829,AJBGEP_02726,ODDLKH_03058,OEKLIE_02321,ALJMDI_01605,PAPNPA_02165,BENMGJ_01796,IKCLMC_01231,PKJKAM_02715,ONMMKP_04290
tcdA,tcdA,tRNA cyclic N6-threonylcarbamoyladenosine(37) synthase TcdA,GEGEGB_03044,LNHIMF_03028,BEJGEH_02995,HFCAGB_03207,AJBGEP_03156,ODDLKH_03417,OEKLIE_01687,ALJMDI_02755,PAPNPA_03098,BENMGJ_02230,IKCLMC_03876,PKJKAM_02381,ONMMKP_03874
trpA,trpA,tryptophan synthase subunit alpha,GEGEGB_01735,LNHIMF_01798,BEJGEH_01338,HFCAGB_01550,AJBGEP_01820,ODDLKH_02218,OEKLIE_00657,ALJMDI_03557,PAPNPA_04090,BENMGJ_03629,IKCLMC_04440,PKJKAM_04450,ONMMKP_00309
sapF,sapF,peptide ABC transporter ATP-binding protein SapF,GEGEGB_01701,LNHIMF_01764,BEJGEH_01372,HFCAGB_01584,AJBGEP_01787,ODDLKH_02185,OEKLIE_01452,ALJMDI_03524,PAPNPA_04054,BENMGJ_03595,IKCLMC_04473,PKJKAM_04485,ONMMKP_00343
sgcQ,sgcQ,BtpA family protein SgcQ,GEGEGB_01610,LNHIMF_01676,BEJGEH_01461,HFCAGB_01670,AJBGEP_01702,ODDLKH_02102,OEKLIE_02252,ALJMDI_03437,PAPNPA_03966,BENMGJ_03511,IKCLMC_04557,PKJKAM_04569,ONMMKP_00431
mutM,mutM,bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase,GEGEGB_04011,LNHIMF_03768,BEJGEH_03772,HFCAGB_03976,AJBGEP_03923,ODDLKH_04181,OEKLIE_00974,ALJMDI_02332,PAPNPA_01810,BENMGJ_03090,IKCLMC_02656,PKJKAM_03634,ONMMKP_03110
proC,proC,pyrroline-5-carboxylate reductase,GEGEGB_02615,LNHIMF_00413,BEJGEH_00395,HFCAGB_00408,AJBGEP_00405,ODDLKH_00873,OEKLIE_02738,ALJMDI_04386,PAPNPA_01959,BENMGJ_04045,IKCLMC_02147,PKJKAM_03357,ONMMKP_01773
group_806,,Sugar-phosphatase,GEGEGB_02157,LNHIMF_00970,BEJGEH_00843,HFCAGB_00924,AJBGEP_00869,ODDLKH_01335,OEKLIE_02843,ALJMDI_01181,PAPNPA_03333,BENMGJ_04508,IKCLMC_01443,PKJKAM_01052,ONMMKP_01270
sirB1,sirB1,invasion regulator SirB1,GEGEGB_01175,LNHIMF_01843,BEJGEH_01294,HFCAGB_01505,AJBGEP_01865,ODDLKH_02263,OEKLIE_01868,ALJMDI_03601,PAPNPA_00580,BENMGJ_03673,IKCLMC_04395,PKJKAM_04405,ONMMKP_00264
rlmA,rlmA,23S rRNA (guanine(745)-N(1))-methyltransferase,GEGEGB_01110,LNHIMF_01906,BEJGEH_01230,HFCAGB_01442,AJBGEP_01929,ODDLKH_02326,OEKLIE_01360,ALJMDI_00047,PAPNPA_00210,BENMGJ_03735,IKCLMC_04331,PKJKAM_04343,ONMMKP_00202
yfcA,yfcA,putative membrane transporter protein YfcA,GEGEGB_00523,LNHIMF_02518,BEJGEH_02406,HFCAGB_02646,AJBGEP_02553,ODDLKH_02888,OEKLIE_02037,ALJMDI_02120,PAPNPA_04509,BENMGJ_02749,IKCLMC_01615,PKJKAM_02888,ONMMKP_04463
group_805,,Dimethyl sulfoxide reductase,GEGEGB_00358,LNHIMF_02667,BEJGEH_02560,HFCAGB_02807,AJBGEP_02705,ODDLKH_03037,OEKLIE_03173,ALJMDI_01626,PAPNPA_02144,BENMGJ_01775,IKCLMC_01252,PKJKAM_02736,ONMMKP_04311
mlaF,mlaF,phospholipid ABC transporter ATP-binding protein MlaF,GEGEGB_03404,LNHIMF_03363,BEJGEH_03340,HFCAGB_03544,AJBGEP_03494,ODDLKH_03755,OEKLIE_00774,ALJMDI_00177,PAPNPA_02433,BENMGJ_02032,IKCLMC_03537,PKJKAM_01714,ONMMKP_03526
group_802,,ABC transmembrane type-1 domain-containing protein,GEGEGB_01202,LNHIMF_01304,BEJGEH_01833,HFCAGB_02038,AJBGEP_01333,ODDLKH_01732,OEKLIE_02994,ALJMDI_00564,PAPNPA_01152,BENMGJ_00839,IKCLMC_00977,PKJKAM_00490,ONMMKP_00878
pduB,pduB,propanediol utilization microcompartment protein PduB,GEGEGB_00888,LNHIMF_02120,BEJGEH_02057,HFCAGB_02299,AJBGEP_02200,ODDLKH_02534,OEKLIE_03665,ALJMDI_01784,PAPNPA_04154,BENMGJ_02398,IKCLMC_01970,PKJKAM_04121,ONMMKP_04805
truA,truA,tRNA pseudouridine(38-40) synthase TruA,GEGEGB_00538,LNHIMF_02505,BEJGEH_02393,HFCAGB_02631,AJBGEP_02539,ODDLKH_02874,OEKLIE_02023,ALJMDI_02109,PAPNPA_04496,BENMGJ_02735,IKCLMC_01629,PKJKAM_02902,ONMMKP_04477
cbiO,cbiO,energy-coupling factor ABC transporter ATP-binding protein,GEGEGB_00910,LNHIMF_02100,BEJGEH_02037,HFCAGB_02279,AJBGEP_02180,ODDLKH_02514,OEKLIE_03645,ALJMDI_01764,PAPNPA_04134,BENMGJ_02378,IKCLMC_01990,PKJKAM_04141,ONMMKP_04826
metQ,metQ,methionine ABC transporter substrate-binding lipoprotein MetQ,GEGEGB_00267,LNHIMF_00256,BEJGEH_00269,HFCAGB_00259,AJBGEP_00259,ODDLKH_00732,OEKLIE_04845,ALJMDI_04281,PAPNPA_03759,BENMGJ_00291,IKCLMC_02951,PKJKAM_00164,ONMMKP_01916
fkpA,fkpA,FKBP-type peptidyl-prolyl cis-trans isomerase,GEGEGB_04285,LNHIMF_03506,BEJGEH_03483,HFCAGB_03689,AJBGEP_03637,ODDLKH_03899,OEKLIE_00727,7_refound_266,PAPNPA_01533,BENMGJ_02807,IKCLMC_02939,PKJKAM_03909,ONMMKP_03385
cof,cof,HMP-PP phosphatase,GEGEGB_02535,LNHIMF_00482,BEJGEH_00466,HFCAGB_00483,AJBGEP_00478,ODDLKH_00946,OEKLIE_04076,ALJMDI_00581,PAPNPA_02480,BENMGJ_04118,IKCLMC_02220,PKJKAM_03284,ONMMKP_01699
group_797,,DUF72 domain-containing protein,GEGEGB_01042,LNHIMF_01979,BEJGEH_01162,HFCAGB_01312,AJBGEP_02002,ODDLKH_02397,OEKLIE_01041,ALJMDI_00264,PAPNPA_00449,BENMGJ_03809,IKCLMC_04247,PKJKAM_04259,ONMMKP_00126
asrB,asrB,anaerobic sulfite reductase subunit AsrB,GEGEGB_00333,LNHIMF_02689,BEJGEH_02584,HFCAGB_02832,AJBGEP_02729,ODDLKH_03061,OEKLIE_02324,ALJMDI_01602,PAPNPA_02168,BENMGJ_01799,IKCLMC_01228,PKJKAM_02712,ONMMKP_04287
cysE,cysE,serine O-acetyltransferase,GEGEGB_04039,LNHIMF_03740,BEJGEH_03744,HFCAGB_03947,AJBGEP_03895,ODDLKH_04153,OEKLIE_00946,ALJMDI_02360,PAPNPA_01783,BENMGJ_03062,IKCLMC_02684,PKJKAM_03662,ONMMKP_03138
bacA,bacA,undecaprenyl-diphosphate phosphatase,GEGEGB_03288,LNHIMF_03258,BEJGEH_03232,HFCAGB_03436,AJBGEP_03384,ODDLKH_03642,OEKLIE_04389,ALJMDI_02981,PAPNPA_02324,BENMGJ_01926,IKCLMC_03648,PKJKAM_01866,ONMMKP_03631
sitB,sitB,iron/manganese ABC transporter ATP-binding protein SitB,GEGEGB_02910,LNHIMF_02901,BEJGEH_02853,HFCAGB_03071,AJBGEP_03027,ODDLKH_03287,OEKLIE_01118,ALJMDI_02636,PAPNPA_02960,BENMGJ_02090,IKCLMC_04005,PKJKAM_02518,ONMMKP_04011
cobB,cobB,Sir2 family NAD+-dependent deacetylase,GEGEGB_01798,LNHIMF_01263,BEJGEH_01873,HFCAGB_02077,AJBGEP_01222,ODDLKH_01628,OEKLIE_03034,ALJMDI_00505,PAPNPA_01113,BENMGJ_00799,IKCLMC_00867,PKJKAM_00528,ONMMKP_00916
group_792,,Serine protease,GEGEGB_01479,LNHIMF_01537,BEJGEH_01602,HFCAGB_01796,AJBGEP_01564,ODDLKH_01964,OEKLIE_00816,ALJMDI_03297,PAPNPA_03823,BENMGJ_03373,IKCLMC_04690,PKJKAM_04707,ONMMKP_00567
group_790,,Endopeptidase,GEGEGB_01381,LNHIMF_01485,BEJGEH_01652,HFCAGB_01848,AJBGEP_01515,ODDLKH_01915,OEKLIE_00987,ALJMDI_03245,PAPNPA_03772,BENMGJ_03324,IKCLMC_04741,PKJKAM_00076,ONMMKP_00616
rsmA,rsmA,16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA,GEGEGB_00097,LNHIMF_00093,BEJGEH_00094,HFCAGB_00090,AJBGEP_00095,ODDLKH_00569,OEKLIE_04681,ALJMDI_04116,PAPNPA_03582,BENMGJ_01620,IKCLMC_03116,PKJKAM_02013,ONMMKP_02090
iclR,iclR,glyoxylate bypass operon transcriptional repressor IclR,GEGEGB_04350,LNHIMF_04234,BEJGEH_04247,HFCAGB_04445,AJBGEP_04400,ODDLKH_00046,OEKLIE_03342,ALJMDI_03653,PAPNPA_02709,BENMGJ_01364,IKCLMC_00994,PKJKAM_01331,ONMMKP_02601
bax,bax,protein bax,GEGEGB_04077,LNHIMF_03705,BEJGEH_03705,HFCAGB_03910,AJBGEP_03858,ODDLKH_04116,OEKLIE_04041,ALJMDI_02397,PAPNPA_01746,BENMGJ_03025,IKCLMC_02721,PKJKAM_03699,ONMMKP_03177
dapF,dapF,diaminopimelate epimerase,GEGEGB_03534,LNHIMF_03997,BEJGEH_04001,HFCAGB_04194,AJBGEP_04153,ODDLKH_04401,OEKLIE_01314,ALJMDI_00854,PAPNPA_00527,BENMGJ_00578,IKCLMC_00493,PKJKAM_01538,ONMMKP_02840
thiK,thiK,thiamine kinase,GEGEGB_01812,LNHIMF_01250,BEJGEH_01886,HFCAGB_02090,AJBGEP_01209,ODDLKH_01615,OEKLIE_03047,ALJMDI_00492,PAPNPA_01100,BENMGJ_00785,IKCLMC_00854,PKJKAM_00541,ONMMKP_00929
group_787,,NAD-dependent epimerase/dehydratase domain-containing protein,GEGEGB_00853,LNHIMF_02212,BEJGEH_02090,HFCAGB_02332,AJBGEP_02233,ODDLKH_02567,OEKLIE_03698,ALJMDI_01817,PAPNPA_04187,BENMGJ_02431,IKCLMC_01935,PKJKAM_04088,ONMMKP_04771
mepA,mepA,penicillin-insensitive murein endopeptidase,GEGEGB_00522,LNHIMF_02519,BEJGEH_02407,HFCAGB_02647,AJBGEP_02554,ODDLKH_02889,OEKLIE_02038,ALJMDI_02121,PAPNPA_04510,BENMGJ_02750,IKCLMC_01614,PKJKAM_02887,ONMMKP_04462
dapD,dapD,2345-tetrahydropyridine-26-dicarboxylate N-succinyltransferase,GEGEGB_00227,LNHIMF_00221,BEJGEH_00235,HFCAGB_00225,AJBGEP_00225,ODDLKH_00698,OEKLIE_04811,ALJMDI_04247,PAPNPA_03725,BENMGJ_00211,IKCLMC_02985,PKJKAM_00694,ONMMKP_01951
cpdA,cpdA,3'5'-cyclic-AMP phosphodiesterase,GEGEGB_03265,LNHIMF_03233,BEJGEH_03206,HFCAGB_03413,AJBGEP_03361,ODDLKH_03619,OEKLIE_04412,ALJMDI_02958,PAPNPA_02301,BENMGJ_01903,IKCLMC_03671,PKJKAM_01889,ONMMKP_03654
nadE,nadE,ammonia-dependent NAD(+) synthetase,GEGEGB_01262,LNHIMF_01360,BEJGEH_01777,HFCAGB_01975,AJBGEP_01388,ODDLKH_01787,OEKLIE_02939,ALJMDI_03118,PAPNPA_01216,BENMGJ_00894,IKCLMC_04866,PKJKAM_00908,ONMMKP_00822
glpG,glpG,rhomboid family intramembrane serine protease GlpG,GEGEGB_04218,LNHIMF_03570,BEJGEH_03560,HFCAGB_03764,AJBGEP_03713,ODDLKH_03973,OEKLIE_03896,ALJMDI_02535,PAPNPA_01607,BENMGJ_02881,IKCLMC_02866,PKJKAM_03843,ONMMKP_03321
nlpA,nlpA,Metal ABC transporter substrate-binding protein,GEGEGB_02476,LNHIMF_00538,BEJGEH_00524,HFCAGB_00538,AJBGEP_00533,ODDLKH_01001,OEKLIE_04132,ALJMDI_00637,PAPNPA_02535,BENMGJ_04174,IKCLMC_02276,PKJKAM_03228,ONMMKP_01644
group_786,,N-acetylmuramoyl-L-alanine amidase,GEGEGB_02112,LNHIMF_01024,BEJGEH_00888,HFCAGB_00979,AJBGEP_00923,ODDLKH_01390,OEKLIE_02897,ALJMDI_01235,PAPNPA_03378,BENMGJ_04563,IKCLMC_01498,PKJKAM_00997,ONMMKP_01215
group_785,,Transketolase,GEGEGB_00565,LNHIMF_02478,BEJGEH_02366,HFCAGB_02604,AJBGEP_02512,ODDLKH_02847,OEKLIE_00646,ALJMDI_02082,PAPNPA_04469,BENMGJ_02708,IKCLMC_01656,PKJKAM_02929,ONMMKP_04504
ftsQ,ftsQ,cell division protein FtsQ,GEGEGB_00142,LNHIMF_00135,BEJGEH_00139,HFCAGB_00134,AJBGEP_00137,ODDLKH_00611,OEKLIE_04723,ALJMDI_04160,PAPNPA_03624,BENMGJ_01578,IKCLMC_03073,PKJKAM_01970,ONMMKP_02047
csgG,csgG,curli production assembly/transport protein CsgG,GEGEGB_01884,LNHIMF_01173,BEJGEH_01956,HFCAGB_02162,AJBGEP_01138,ODDLKH_01544,OEKLIE_01195,ALJMDI_00415,PAPNPA_00361,BENMGJ_00474,IKCLMC_00783,PKJKAM_00605,ONMMKP_01000
ppsR,ppsR,posphoenolpyruvate synthetase regulatory kinase/phosphorylase PpsR,GEGEGB_01304,LNHIMF_01398,BEJGEH_01739,HFCAGB_01936,AJBGEP_01428,ODDLKH_01827,OEKLIE_00902,ALJMDI_03157,PAPNPA_00795,BENMGJ_03237,IKCLMC_04828,PKJKAM_00870,ONMMKP_00704
xapA,xapA,xanthosine phosphorylase,GEGEGB_00472,LNHIMF_02562,BEJGEH_02450,HFCAGB_02696,AJBGEP_02597,ODDLKH_02932,OEKLIE_03065,ALJMDI_01735,PAPNPA_02021,BENMGJ_01671,IKCLMC_01358,PKJKAM_02843,ONMMKP_04419
cysT,cysT,sulfate/thiosulfate ABC transporter permease CysT,GEGEGB_00452,LNHIMF_02582,BEJGEH_02471,HFCAGB_02717,AJBGEP_02618,ODDLKH_02952,OEKLIE_03086,ALJMDI_01715,PAPNPA_02041,BENMGJ_01692,IKCLMC_01337,PKJKAM_02823,ONMMKP_04398
group_779,dam,adenine-specific DNA-methyltransferase,GEGEGB_04251,LNHIMF_03537,BEJGEH_03517,HFCAGB_03720,AJBGEP_03670,ODDLKH_03930,OEKLIE_00760,ALJMDI_02568,PAPNPA_01564,BENMGJ_02838,IKCLMC_02908,PKJKAM_03878,ONMMKP_03354
fdhD,fdhD,formate dehydrogenase accessory sulfurtransferase FdhD,GEGEGB_03778,LNHIMF_04091,BEJGEH_04098,HFCAGB_04290,AJBGEP_04249,ODDLKH_04497,OEKLIE_03203,ALJMDI_00950,PAPNPA_01287,BENMGJ_01009,IKCLMC_00683,PKJKAM_01446,ONMMKP_02748
rhaS,rhaS,HTH-type transcriptional activator RhaS,GEGEGB_03766,LNHIMF_04102,BEJGEH_04113,HFCAGB_04302,AJBGEP_04261,ODDLKH_04509,OEKLIE_03215,ALJMDI_00961,PAPNPA_01302,BENMGJ_00997,IKCLMC_00695,PKJKAM_01434,ONMMKP_02736
hdfR,hdfR,HTH-type transcriptional regulator HdfR,GEGEGB_03633,LNHIMF_03947,BEJGEH_03949,HFCAGB_04147,AJBGEP_04103,ODDLKH_04352,OEKLIE_00688,ALJMDI_00801,PAPNPA_00233,BENMGJ_00296,IKCLMC_00540,PKJKAM_01586,ONMMKP_02887
group_778,,Ion transport domain-containing protein,GEGEGB_01750,LNHIMF_01813,BEJGEH_01324,HFCAGB_01535,AJBGEP_01835,ODDLKH_02233,OEKLIE_00672,ALJMDI_03572,PAPNPA_04105,BENMGJ_03644,IKCLMC_04425,PKJKAM_04435,ONMMKP_00294
chbR,chbR,transcriptional regulator ChbR,GEGEGB_01267,LNHIMF_01365,BEJGEH_01772,HFCAGB_01970,AJBGEP_01393,ODDLKH_01792,OEKLIE_02934,ALJMDI_03123,PAPNPA_01221,BENMGJ_00899,IKCLMC_04861,PKJKAM_00903,ONMMKP_00817
eutJ,eutJ,ethanolamine utilization protein EutJ,GEGEGB_00433,LNHIMF_02599,BEJGEH_02490,HFCAGB_02736,AJBGEP_02637,ODDLKH_02972,OEKLIE_03105,ALJMDI_01698,PAPNPA_02059,BENMGJ_01710,IKCLMC_01319,PKJKAM_02805,ONMMKP_04380
rlmJ,rlmJ,Ribosomal RNA large subunit methyltransferase J,GEGEGB_04143,LNHIMF_03639,BEJGEH_03634,HFCAGB_03838,AJBGEP_03786,ODDLKH_04045,OEKLIE_03969,ALJMDI_02466,PAPNPA_01679,BENMGJ_02954,IKCLMC_02793,PKJKAM_03771,ONMMKP_03249
purU,purU,formyltetrahydrofolate deformylase,GEGEGB_01765,LNHIMF_01827,BEJGEH_01310,HFCAGB_01521,AJBGEP_01849,ODDLKH_02247,OEKLIE_00686,ALJMDI_03586,PAPNPA_04119,BENMGJ_03658,IKCLMC_04411,PKJKAM_04421,ONMMKP_00280
sseA,sseA,3-mercaptopyruvate sulfurtransferase,GEGEGB_00352,LNHIMF_02672,BEJGEH_02565,HFCAGB_02813,AJBGEP_02710,ODDLKH_03042,OEKLIE_02305,ALJMDI_01621,PAPNPA_02149,BENMGJ_01780,IKCLMC_01247,PKJKAM_02731,ONMMKP_04306
ugpE,ugpE,sn-glycerol-3-phosphate ABC transporter permease UgpE,GEGEGB_04192,LNHIMF_03599,BEJGEH_03593,HFCAGB_03796,AJBGEP_03745,ODDLKH_04004,OEKLIE_03928,ALJMDI_02506,PAPNPA_01639,BENMGJ_02914,IKCLMC_02834,PKJKAM_03812,ONMMKP_03290
group_768,,Glycerol uptake facilitator protein,GEGEGB_03726,LNHIMF_04141,BEJGEH_04151,HFCAGB_04340,AJBGEP_04299,ODDLKH_04547,OEKLIE_03291,ALJMDI_01000,PAPNPA_01341,BENMGJ_00958,IKCLMC_00733,PKJKAM_01396,ONMMKP_02698
potI,potI,putrescine ABC transporter permease PotI,GEGEGB_02125,LNHIMF_01011,BEJGEH_00875,HFCAGB_00966,AJBGEP_00910,ODDLKH_01377,OEKLIE_02884,ALJMDI_01222,PAPNPA_03365,BENMGJ_04550,IKCLMC_01485,PKJKAM_01010,ONMMKP_01228
nhoA,nhoA,N-hydroxyarylamine O-acetyltransferase,GEGEGB_01578,LNHIMF_01644,BEJGEH_01493,HFCAGB_01703,AJBGEP_01669,ODDLKH_02069,OEKLIE_02219,ALJMDI_03404,PAPNPA_03934,BENMGJ_03478,IKCLMC_04590,PKJKAM_04602,ONMMKP_00464
group_767,araC,arabinose operon transcriptional regulator AraC,GEGEGB_00113,LNHIMF_00106,BEJGEH_00110,HFCAGB_00104,AJBGEP_00108,ODDLKH_00582,OEKLIE_04694,ALJMDI_04131,PAPNPA_03595,BENMGJ_01607,IKCLMC_03103,PKJKAM_01999,ONMMKP_02077
group_766,,Thiol-disulfide isomerase,GEGEGB_00032,LNHIMF_00029,BEJGEH_00030,HFCAGB_00030,AJBGEP_00029,ODDLKH_00505,OEKLIE_04615,ALJMDI_04053,PAPNPA_03521,BENMGJ_00697,IKCLMC_03180,PKJKAM_02076,ONMMKP_02152
rhaR,rhaR,HTH-type transcriptional activator RhaR,GEGEGB_03765,LNHIMF_04103,BEJGEH_04114,HFCAGB_04303,AJBGEP_04262,ODDLKH_04510,OEKLIE_03216,ALJMDI_00962,PAPNPA_01303,BENMGJ_00996,IKCLMC_00696,PKJKAM_01433,ONMMKP_02735
folP,folP,dihydropteroate synthase,GEGEGB_03385,LNHIMF_03344,BEJGEH_03321,HFCAGB_03525,AJBGEP_03473,ODDLKH_03736,OEKLIE_04300,ALJMDI_03072,PAPNPA_02414,BENMGJ_02013,IKCLMC_03556,PKJKAM_01734,ONMMKP_03545
queF,queF,NADPH-dependent 7-cyano-7-deazaguanine reductase QueF,GEGEGB_03023,LNHIMF_03007,BEJGEH_02974,HFCAGB_03186,AJBGEP_03135,ODDLKH_03395,OEKLIE_01666,ALJMDI_02734,PAPNPA_03077,BENMGJ_02209,IKCLMC_03897,PKJKAM_02402,ONMMKP_03895
sitD,sitD,iron/manganese ABC transporter permease subunit SitD,GEGEGB_02912,LNHIMF_02903,BEJGEH_02855,HFCAGB_03073,AJBGEP_03029,ODDLKH_03289,OEKLIE_01120,ALJMDI_02638,PAPNPA_02962,BENMGJ_02092,IKCLMC_04003,PKJKAM_02516,ONMMKP_04009
group_762,,Oxidoreductase,GEGEGB_01237,LNHIMF_01337,BEJGEH_01800,HFCAGB_02006,AJBGEP_01365,ODDLKH_01764,OEKLIE_02962,ALJMDI_03095,PAPNPA_01184,BENMGJ_00871,IKCLMC_04889,PKJKAM_00458,ONMMKP_00845
hupH,hupH,HupH hydrogenase expression protein C-terminal domain-containing protein,GEGEGB_01156,LNHIMF_01862,BEJGEH_01274,HFCAGB_01486,AJBGEP_01883,ODDLKH_02282,OEKLIE_01886,ALJMDI_03619,PAPNPA_00600,BENMGJ_03691,IKCLMC_04375,PKJKAM_04387,ONMMKP_00246
group_760,,MurR/RpiR family transcriptional regulator,GEGEGB_00308,LNHIMF_02713,BEJGEH_02611,HFCAGB_02856,AJBGEP_02753,ODDLKH_03085,OEKLIE_02348,ALJMDI_01578,PAPNPA_02192,BENMGJ_01823,IKCLMC_01204,PKJKAM_02686,ONMMKP_04263
apaH,apaH,bis(5'-nucleosyl)-tetraphosphatase (symmetrical) ApaH,GEGEGB_00095,LNHIMF_00091,BEJGEH_00092,HFCAGB_00088,AJBGEP_00093,ODDLKH_00567,OEKLIE_04679,ALJMDI_04114,PAPNPA_03580,BENMGJ_01622,IKCLMC_03118,PKJKAM_02015,ONMMKP_02092
group_758,,HTH araC/xylS-type domain-containing protein,GEGEGB_03698,LNHIMF_04165,BEJGEH_04177,HFCAGB_04375,AJBGEP_04330,ODDLKH_04578,OEKLIE_03322,ALJMDI_01030,PAPNPA_01368,BENMGJ_00932,IKCLMC_00764,PKJKAM_01365,ONMMKP_02670
hpaD,hpaD,34-dihydroxyphenylacetate 23-dioxygenase,GEGEGB_01922,LNHIMF_01135,BEJGEH_01006,HFCAGB_01150,AJBGEP_01100,ODDLKH_01506,OEKLIE_01542,ALJMDI_00377,PAPNPA_00944,BENMGJ_01325,IKCLMC_00598,PKJKAM_00646,ONMMKP_01038
manZ,manZ,PTS mannose transporter subunit IID,GEGEGB_01113,LNHIMF_01903,BEJGEH_01233,HFCAGB_01445,AJBGEP_01926,ODDLKH_02323,OEKLIE_01357,ALJMDI_00050,PAPNPA_00213,BENMGJ_03732,IKCLMC_04334,PKJKAM_04346,ONMMKP_00205
rpoH,rpoH,RNA polymerase sigma factor RpoH,GEGEGB_04180,LNHIMF_03610,BEJGEH_03604,HFCAGB_03808,AJBGEP_03757,ODDLKH_04016,OEKLIE_03940,ALJMDI_02495,PAPNPA_01650,BENMGJ_02925,IKCLMC_02822,PKJKAM_03800,ONMMKP_03278
rapZ,rapZ,RNase adapter RapZ,GEGEGB_03414,LNHIMF_03373,BEJGEH_03350,HFCAGB_03554,AJBGEP_03504,ODDLKH_03765,OEKLIE_00784,ALJMDI_00167,PAPNPA_02443,BENMGJ_02042,IKCLMC_03527,PKJKAM_01704,ONMMKP_03516
cnoX,cnoX,chaperedoxin,GEGEGB_02483,LNHIMF_00531,BEJGEH_00517,HFCAGB_00531,AJBGEP_00526,ODDLKH_00994,OEKLIE_04125,ALJMDI_00630,PAPNPA_02528,BENMGJ_04167,IKCLMC_02269,PKJKAM_03235,ONMMKP_01651
kdsA,kdsA,3-deoxy-8-phosphooctulonate synthase,GEGEGB_01176,LNHIMF_01842,BEJGEH_01295,HFCAGB_01506,AJBGEP_01864,ODDLKH_02262,OEKLIE_01867,ALJMDI_03600,PAPNPA_00579,BENMGJ_03672,IKCLMC_04396,PKJKAM_04406,ONMMKP_00265
ampE,ampE,beta-lactamase regulator AmpE,GEGEGB_00162,LNHIMF_00153,BEJGEH_00159,HFCAGB_00154,AJBGEP_00155,ODDLKH_00629,OEKLIE_04741,ALJMDI_04179,PAPNPA_03644,BENMGJ_01560,IKCLMC_03055,PKJKAM_00771,ONMMKP_02027
group_748,,Inner membrane protein,GEGEGB_04629,LNHIMF_04432,BEJGEH_04409,HFCAGB_04569,AJBGEP_04544,ODDLKH_00204,OEKLIE_00551,ALJMDI_03782,PAPNPA_02864,BENMGJ_00405,IKCLMC_01141,PKJKAM_01186,ONMMKP_02455
group_747,,isochorismatase,GEGEGB_02394,LNHIMF_00740,BEJGEH_00605,HFCAGB_00685,AJBGEP_00620,ODDLKH_01087,OEKLIE_04219,ALJMDI_00698,PAPNPA_02624,BENMGJ_04262,IKCLMC_02418,PKJKAM_03087,ONMMKP_01559
focA,focA,formate transporter FocA,GEGEGB_02070,LNHIMF_01063,BEJGEH_00931,HFCAGB_01019,AJBGEP_00966,ODDLKH_01431,OEKLIE_00614,ALJMDI_01274,PAPNPA_03440,BENMGJ_04606,IKCLMC_01539,PKJKAM_00957,ONMMKP_01173
fghA,fghA,S-formylglutathione hydrolase,GEGEGB_00707,LNHIMF_02343,BEJGEH_02229,HFCAGB_02464,AJBGEP_02361,ODDLKH_02696,OEKLIE_03827,ALJMDI_01956,PAPNPA_04332,BENMGJ_02560,IKCLMC_01796,PKJKAM_03936,ONMMKP_04644
